"","Title","Authors","Co.authors","Editors","Illustrators","Publisher","Edition","Year","Volume","ISBN","ISBN13","ISSN","Call.No","Category","Subject","Type","Description","Tags","Series"
"1423","Toolbox for Sustainable City Living: A do-it-Ourselves Guide","Scott Kellogg; Stacy Pettigrew","","","","South End Press","unknown",2008,NA,"0896087808",9780896087804,"","D1","Unknown",NA,"Book","<div><p></p><p class=""MsoNormal""><B>The tools you need to</B> <B>create self-sufficient, ecologically sustainable cities</B></p> <p class=""MsoNormal"">“A surprisingly effective model for connecting people with dreams to the resources they need.” —Austin Chronicle</p> <p class=""MsoNormal"">With more than half the world’s population now residing—and struggling to survive—in cities, we can no longer afford to think of sustainability as something that applies only to forests and fields. We need sustainable living right where so many of us are: in urban neighborhoods. But how do we do it?</p> <p class=""MsoNormal"">That’s where <I>Toolbox for Sustainable City Living</I> comes in. In 2000 the dynamic Rhizome Collective transformed an abandoned warehouse in Austin, Texas, into a sustainability training center. Here, with their first book, Scott and Stacy, two of Rhizome’s founders, provide city dwellers—those who have never foraged or gardened along with those who dumpster-dive and belong to CSAs—with step-by- step instructions for producing our own food, collecting water, managing waste, reclaiming land, and generating energy. </p> <p class=""MsoNormal"">With vibrant illustrations created by Juan Martinez of the Beehive Collective and descriptive text based on years of experimentation, Stacy and Scott explain how to build and grow with cheap, salvaged, and recycled materials. More than a how-to manual, <I>Toolbox</I> is packed with accessible and relevant tools to help move our communities from envisioning a sustainable future toward living it.</p> <p class=""MsoNormal""><B>Scott Kellogg </B>a <B>Stacy Pettigrew </B>are co-founders of the Rhizome Collective, an educational and activist organization based in Austin, Texas, that recently received a $200,000 grant from the EPA to clean up a 10-acre brownfield that they are transforming into an ecological justice park. <I>Toolbox</I> developed out of R.U.S.T.—Radical Urban Sustainability Training—their intensive weekend seminar in urban ecological survival skills.</p> <p> </p></div> - from Amzon","Sustainable Living, Do-It-Yourself, Urban Planning & Development, City Planning & Urban Development",""
"1431","TRANS-LOCAL-ACT. Cultural Practices Within and Across","","","Doina Petrescu; Constantin Petcou; Nishat Awan","","aaa/peprav","",2010,NA,"2953075119",9782953075113,"","D1","",NA,"Book","","",""
"1461","Urban Concepts: Rise and Fall of Community Architecture","Denise Scott Brown","","","","St. Martin's Press","",1990,NA,"0312030673",9780312030674,"","D1","Unknown",NA,"Book","Book by Brown, Denise Scott - from Amzon","",""
"1466","Urban Economic Development In India","V.V. Subrahmanyam; R.L. Bawa","","","","GPC","",1998,NA,"8185989311",NA,"","D1","",NA,"Book","","",""
"1468","Urban Future Manifestos","Kimberli Meyer; Zvi Hecker; Marco Kusumawijaya","","","","Hatje Cantz","",2011,NA,"3775727310",9783775727310,"","D1","Unknown",NA,"Book","<I>Urban Future Manifestos</I> invites contributors from around the world to respond to the current and impending challenges facing the urban environment. Calling on planners, artists, architects, designers, activists and myriad other cultural practitioners, this publication offers a set of interdisciplinary statements that respond to urgent issues of growth and migration, economic and political theory, and gender dynamics and ecology, as they relate to contemporary cities across the globe. Contributors present their varying practices and intellectual approaches to the problems that are affecting them most. The project is inspired by the MAK Urban Future Initiative Fellowship (UFI), which was launched by the MAK Center for Art and Architecture at the Schindler House in Los Angeles in 2008. Echoing UFI's mission, this publication aims to promote meaningful exchange between creative thinkers from diverse nations in order to cultivate visionary conceptions of the urban future. - from Amzon","",""
"1485","Versailles: Complete Guide of the Tour of the Chateau and the Gardens","Claire Constans","","","","Les Editions D'art","",1989,NA,"",NA,"","D1","",NA,"Book","","",""
"1486","Vienna","","","","","Verlag Bauer","",NA,NA,"",NA,"","D1","",NA,"Book","","",""
"1487","Vienna","","","","","Geerd-Volker Weege","",NA,NA,"",NA,"","D1","",NA,"Book","","",""
"1499","What Makes India Urban?","","","","","AEDES","",NA,NA,"",9783937093086,"","D1","",NA,"Book","","",""
"1505","World Cities and the Future of the Metropoles: 17th Triennale DI Milano (Italian Edition)","","","","","Mondadori Electa","",1988,NA,"8843526294",9788843526291,"","D1","Unknown",NA,"Book","","Urban & Land Use Planning, Foreign Language Study & Reference",""
"1514","Zaragoza","","","","","Servicio de Publicidad e Información de Turismo","",NA,NA,"",NA,"","D1","",NA,"Publication","","",""
